article_id,title,authors,keywords,doi,date,conference,firstpage,lastpage,issn,publisher,article_url,pdf_url,local_pdf,review_resumo,review_objetivo,review_metodologia,review_experimentos,review_resultados,review_limitacoes,review_contribuicoes,review_proximos_passos,review_qualidade
35128,K-Flix: Clustering-Based Video Streaming Traffic Identification in Programmable Data Planes,Amaury Teixeira Cassola; Alberto Schaeffer-Filho,,10.5753/sbrc.2025.5862,2025/05/19,Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC),140,153,2177-9384,SBC,https://sol.sbc.org.br/index.php/sbrc/article/view/35128,https://sol.sbc.org.br/index.php/sbrc/article/download/35128/34919,/home/cayo/repos/agente_pesquisador/docs/artigos/sbrc_35128.pdf,"```json
{
  ""review_resumo"": ""K-Flix: sistema in-network ML em PDPs (P4) para classificar fluxos de video streaming via Nearest Centroid Classifier baseado em centroids K-Means pré-treinados, com normalização aproximada sem divisão."",
  ""review_objetivo"": ""Classificar unidirectional packet flows como video streaming ou não em switches programáveis, em line-rate, offloading inference para data plane."",
  ""review_metodologia"": ""Offline: K-Means clustering em capturas de tráfego, geração de centroids rotulados e parâmetros de normalização Min-Max aproximada via bit-shifts (Algoritmo 1). Online: extração de 9 features estatísticas em registers hash-indexed; normalização por shifts e mult-factor; classificação por distâncias euclidianas quadradas em n+1 match-action tables."",
  ""review_experimentos"": ""Protótipo P4 em ambiente virtual emulado; dataset de capturas reais VoD; 9 features (e.g., packet count, avg length, IAT); testes de acurácia em fluxos downstream."",
  ""review_resultados"": ""Acurácia >98% em classificação de video streaming; baixos falsos positivos; erro médio baixo na normalização aproximada (e.g., <2.5% em exemplos)."",
  ""review_limitacoes"": ""Ambiente emulado (não hardware real); fluxos unidirectional/downstream; dependente de hashing para concorrência (colisões potenciais); sem floating-point ou loops nativos em PDPs."",
  ""review_contribuicoes"": ""(1) Sistema cluster-based para classificação de video em PDPs; (2) Algoritmo de normalização sem divisão via bit-shifts; (3) Protótipo P4 open-source e avaliação em cenário emulado."",
  ""review_proximos_passos"": ""Avaliação em hardware PDP real; suporte a fluxos bidirecionais/multi-app; datasets maiores/diversos; integração com detecção de intrusão/monitoring."",
  ""review_qualidade"": 4
}
```",,,,,,,,
35129,High-Throughput Multi-Leader Paxos Consensus with Insanely Scalable SMR,Gabriel Momm Buzzi; Odorico Machado Mendizabal,,10.5753/sbrc.2025.5866,2025/05/19,Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC),154,167,2177-9384,SBC,https://sol.sbc.org.br/index.php/sbrc/article/view/35129,https://sol.sbc.org.br/index.php/sbrc/article/download/35129/34920,/home/cayo/repos/agente_pesquisador/docs/artigos/sbrc_35129.pdf,"```json
{
  ""review_resumo"": ""Implementa Paxos multi-leader de alto throughput usando framework ISS para SMR escalável, superando gargalos de leader único via paralelização em instâncias SB e buckets."",
  ""review_objetivo"": ""Otimizar throughput e escalabilidade de Paxos via descentralização de leaders com ISS, comparando com WPaxos e EPaxos."",
  ""review_metodologia"": ""Adaptação de Paxos single-leader ao ISS (Stathakopoulou et al. 2022) via Paxi library: particionamento de log em segmentos round-robin com instâncias SB multi-leader; buckets para ordenação cliente-específica; epochs para reconfiguração."",
  ""review_experimentos"": ""Benchmarks em clusters com variação de réplicas (e.g., 5-25 nós); métricas de throughput e latência; comparações com WPaxos e EPaxos."",
  ""review_resultados"": ""~2x throughput de WPaxos/EPaxos; escalabilidade linear com réplicas; latência elevada por rotações de buckets."",
  ""review_limitacoes"": ""Overhead de latência em rotações de buckets/epochs; indisponibilidade temporária em falhas de leader por bucket; dependência de quóruns flexíveis."",
  ""review_contribuicoes"": ""Implementação prática e avaliada de multi-leader Paxos no ISS; evidência de ganhos em throughput sem perda de segurança; análise de trade-offs em SMR."",
  ""review_proximos_passos"": ""Otimizar overhead de buckets/epochs; resiliência a falhas multi-leader; avaliação em WAN e workloads contendidos."",
  ""review_qualidade"": 4
}
```",,,,,,,,
35130,Migração Automatizada de VMs na Defesa de Brokers MQTT Contra Memory Denial of Service,Matheus Torquato; Charles F. Gonçalves; Michele Nogueira; Denis Rosário; Eduardo Cerqueira,,10.5753/sbrc.2025.5872,2025/05/19,Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC),168,181,2177-9384,SBC,https://sol.sbc.org.br/index.php/sbrc/article/view/35130,https://sol.sbc.org.br/index.php/sbrc/article/download/35130/34921,/home/cayo/repos/agente_pesquisador/docs/artigos/sbrc_35130.pdf,"```json
{
  ""review_resumo"": ""Proposta de migração automatizada de VMs para defender brokers MQTT virtualizados contra ataques MemDoS, usando algoritmo Bucket Algorithm (BA) baseado em detecção de anomalias no tempo de resposta."",
  ""review_objetivo"": ""Avaliar impacto de configurações de migração automatizada de VMs na mitigação de MemDoS em brokers MQTT IoT, via estudos de caso reproduzíveis."",
  ""review_metodologia"": ""Bucket Algorithm (BA): detecção de anomalias comparando tempo de resposta observado (ˆx) com perfil normal (μ_DI + k σ_DI); decisão de migração KVM ao detectar degradação; broker Mosquitto em VMs co-residentes."",
  ""review_experimentos"": ""Testbed KVM com Mosquitto sob MemDoS; métricas: tempo médio de resposta (μ_DI, σ_DI) em condições normais; estudos de caso variando parâmetros BA (D, B); cenários com/ sem defesa."",
  ""review_resultados"": ""Mitigação >75% em melhores configurações; recuperação >70% vs. sem defesa; efeitos residuais de degradação pós-migração dependentes de duração do ataque."",
  ""review_limitacoes"": ""Efeitos residuais pós-migração; detecção sem identificação de origem de anomalia; foco em MemDoS host-based; sensibilidade a perfis de apps IoT variados."",
  ""review_contribuicoes"": ""Algoritmo BA para migração contextual; experimentos reproduzíveis open source; primeira aplicação de migração VM a brokers MQTT contra MemDoS."",
  ""review_proximos_passos"": ""Integração com ET/SDN/ML para detecção de origem; extensão a outros protocolos IoT; avaliação em cenários reais multi-PM."",
  ""review_qualidade"": 4
}
```",,,,,,,,
35131,Estimando a Vulnerabilidade à Exposição de Usuários em Dados de Mobilidade,Lucas G. S. Félix; Nadjib Achir; Anne Josiane Kouam; Aline Carneiro Viana; Jussara Marques Almeida,,10.5753/sbrc.2025.5883,2025/05/19,Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC),182,195,2177-9384,SBC,https://sol.sbc.org.br/index.php/sbrc/article/view/35131,https://sol.sbc.org.br/index.php/sbrc/article/download/35131/34922,/home/cayo/repos/agente_pesquisador/docs/artigos/sbrc_35131.pdf,"```json
{
  ""review_resumo"": ""Propõe o Hypercube, métrica multidimensional para quantificar vulnerabilidade comportamental em dados de mobilidade, superando limitações da métrica uniqueness espaço-temporal."",
  ""review_objetivo"": ""Estimar vulnerabilidade à exposição de usuários via singularidade comportamental em trajetórias de mobilidade, independentemente de modelos de ataque específicos."",
  ""review_metodologia"": ""Extrai M métricas de mobilidade urbana de trajetórias; mapeia usuários para vetores em espaço |M|-dimensional; define hipercubo centrado no usuário com raio por variação máxima por dimensão; vulnerabilidade = inverso do número de vizinhos no hipercubo."",
  ""review_experimentos"": ""Avaliação em datasets anonimizados de redes celulares de Shanghai e Shenzhen (China); comparação com métrica uniqueness; análise de singularidade comportamental vs. sequências espaço-temporais."",
  ""review_resultados"": ""Hypercube identifica vulnerabilidades comportamentais negligenciadas por uniqueness; usuários não únicos em sequências exibem padrões comportamentais distintos; alta interpretabilidade e baixo custo computacional."",
  ""review_limitacoes"": ""Dependente de seleção de métricas M; avaliação em datasets chineses específicos; ausência de validação com ataques reais de reidentificação."",
  ""review_contribuicoes"": ""Nova métrica interpretável e eficiente para vulnerabilidade comportamental; independência de rótulos e modelos adversários; revela exposições ocultas em mobilidade urbana."",
  ""review_proximos_passos"": ""Aplicar em datasets diversificados globalmente; integrar com mecanismos de privacidade diferencial; validar contra ataques de reidentificação reais."",
  ""review_qualidade"": 5
}
```",,,,,,,,
35132,Geração de Roteiros Turísticos Personalizados em Tempo Real através de Heurística GRASP Adaptada,Lucas G. S. Félix; Washington Cunha; Carolina Ribeiro Xavier; Pedro Olmo Vaz de Melo; Marcos André Gonçalves; Jussara Marques Almeida,,10.5753/sbrc.2025.5884,2025/05/19,Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC),196,209,2177-9384,SBC,https://sol.sbc.org.br/index.php/sbrc/article/view/35132,https://sol.sbc.org.br/index.php/sbrc/article/download/35132/34923,/home/cayo/repos/agente_pesquisador/docs/artigos/sbrc_35132.pdf,"Proposta de GRASP adaptado para Problema de Orienteering (PO) turístico em tempo real, maximizando utilidade de POIs sob restrições realistas (múltiplos dias, hotéis, orçamento, distância diária, categorias), com dados reais do TripAdvisor (Rio de Janeiro).","Maximizar soma de utilidades (notas usuário) de POIs em roteiros de p dias, sob restrições: monetária, distância/km diária, máx. atividades/dia, máx. sequenciais por categoria, visitas únicas/dia (exceto hotel).","GRASP (solução única): construção gulosa randomizada por custo-benefício (utilidade/distância POIs vizinhos); busca local iterativa por substituições em trajetórias. Modelagem: grafo G=(V,E) com pesos w_v utilidade, budget B tempo/distância.","Dados: POIs TripAdvisor Rio de Janeiro (preços, categorias, serviços). Baselines: Kotiloglu et al. (2017), heurísticas literatura (AG, CF, BT). Métricas: utilidade total, tempo execução. Restrições padronizadas para comparação.",Utilidade: +60% vs. baselines. Tempo: máx. 0.84s (tempo real). Reprodutibilidade: código/dados GitHub.,Foco em RJ (escalabilidade cidades maiores incerta); restrições estáticas (sem tráfego/horários dinâmicos); avaliação sintética (sem testes usuários reais).,GRASP eficiente para PO realista (baixo custo computacional); modelagem abrangente restrições negligenciadas; dados reais RJ; baselines comparativas justas; reprodutibilidade total.,Integração apps mobile com feedback usuário; expansão multi-cidades; incorporação ML para utilidades dinâmicas; testes campo com turistas reais.,5
35133,Um Mecanismo de Preservação de Privacidade para Medição Inteligente contra Empresa Curiosa,Tiago B. Castro; Helio N. Cunha Neto; Natalia C. Fernandes,,10.5753/sbrc.2025.5886,2025/05/19,Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC),210,223,2177-9384,SBC,https://sol.sbc.org.br/index.php/sbrc/article/view/35133,https://sol.sbc.org.br/index.php/sbrc/article/download/35133/34924,/home/cayo/repos/agente_pesquisador/docs/artigos/sbrc_35133.pdf,"```json
{
  ""review_resumo"": ""Propõe mecanismo de privacidade para medições em smart grids contra utilities curiosas, usando assinaturas às cegas para pseudônimos, agregação descentralizada rotativa por medidores e IPs duplos."",
  ""review_objetivo"": ""Proteger privacidade de dados de alta frequência (15 min) contra empresa curiosa, preservando autenticação e agregação sem mapeamento identidade-consumo."",
  ""review_metodologia"": ""Pseudônimos RSA assinados às cegas pelo gerenciador de chaves; agregadores e validadores (V=2F+1) rotativos por hash SHA-256; mensagens criptografadas enviadas a líderes regionais; dois IPs/MACs para faturamento/operações; validação por maioria."",
  ""review_experimentos"": ""Análise de CPU comparativa com criptografia parcialmente homomórfica e Shamir’s Secret Sharing; verificação de viabilidade de blind signatures RSA; simulações de segurança contra mapeamento e falhas."",
  ""review_resultados"": ""Redução de 44% em CPU vs. homomórfico; 46% vs. Shamir’s; anonimato preservado sem mapeamento conhecido; agregação segura com rotação e validação."",
  ""review_limitacoes"": ""Dependência de gerenciador de chaves confiável; overhead de comunicação em regiões grandes; não avalia ataques de colusão entre validadores ou latência real em rede."",
  ""review_contribuicoes"": ""Primeiro mecanismo contra 'empresa curiosa' sem terceiros confiáveis; análise comparativa de desempenho; integração de blind signatures com agregação descentralizada rotativa."",
  ""review_proximos_passos"": ""Implementação em testbed real; avaliação de latência/overhead em escala; resistência a colusões e ataques quânticos; integração com blockchain."",
  ""review_qualidade"": 4
}
```",,,,,,,,
35134,Analyzing Energy and Performance Trade-offs for Network Anomaly Detection based on Deep Learning,Tiago Torres Schmidt; Lisandro Z. Granville; Alberto Schaeffer-Filho,,10.5753/sbrc.2025.5887,2025/05/19,Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC),224,237,2177-9384,SBC,https://sol.sbc.org.br/index.php/sbrc/article/view/35134,https://sol.sbc.org.br/index.php/sbrc/article/download/35134/34925,/home/cayo/repos/agente_pesquisador/docs/artigos/sbrc_35134.pdf,"```json
{
  ""review_resumo"": ""Análise comparativa de trade-offs entre energia e desempenho em modelos DL (MLP, LSTM, CNN) para detecção de anomalias em redes, usando profiling com HPC (Intel RAPL, NVIDIA NVML) e grid search em hiperparâmetros."",
  ""review_objetivo"": ""Explorar relações entre consumo energético, desempenho e configurações de hiperparâmetros em modelos DL para detecção de anomalias em redes via análise de trade-offs."",
  ""review_metodologia"": ""Framework com módulos EnergyMonitor (RAPL/NVML para energia em CPU/GPU), ExecutionEngine (treinamento/inferência com Keras, grid search), Plotter e Manager; profiling estatístico/instrumentado; métricas: precisão, F1, recall, energia (mJ), tempo."",
  ""review_experimentos"": ""Hardware: Intel i5-13400 (16 cores), RTX 3060 Ti, 16GB RAM; dataset NSL-KDD (125k amostras); modelos MLP/LSTM/CNN; hiperparâmetros: units={10,100,190}, 100 épocas, 93 features; treinamento GPU, inferência CPU; repetições estatísticas."",
  ""review_resultados"": ""Análise de trade-offs via plots de energia/desempenho por métrica, hiperparâmetro e configuração; integração HPC-DL para métricas precisas; comparação MLP/LSTM/CNN (resultados numéricos não extraídos)."",
  ""review_limitacoes"": ""Variação limitada a units (espaço restrito); treinamento GPU/inferência CPU; hardware específico; dataset único (NSL-KDD); ausência de validação em cenários reais de rede."",
  ""review_contribuicoes"": ""(i) Integração HPC (RAPL/NVML) com DL para métricas precisas; (ii) Análise de trade-offs via grid search; (iii) Avaliação comparativa de MLP/LSTM/CNN em energia/desempenho para detecção de anomalias."",
  ""review_proximos_passos"": ""Expandir grid search para mais hiperparâmetros/épocas; testar múltiplos datasets/redes reais; otimização multi-objetivo; suporte a mais arquiteturas DL/hardware."",
  ""review_qualidade"": 4
}
```",,,,,,,,
35135,SEQUOIA - Solução para Energia e QUalidade de serviço Otimizadas em Infraestruturas Abertas,Maria Barbosa; Matheus Pinheiro; Marcos Alves; Anderson Queiroz; Kelvin Dias,,10.5753/sbrc.2025.5898,2025/05/19,Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC),238,251,2177-9384,SBC,https://sol.sbc.org.br/index.php/sbrc/article/view/35135,https://sol.sbc.org.br/index.php/sbrc/article/download/35135/34926,/home/cayo/repos/agente_pesquisador/docs/artigos/sbrc_35135.pdf,"```json
{
  ""review_resumo"": ""SEQUOIA propõe solução Open RAN para otimizar QoS (eMBB/URLLC) e consumo energético em gNodeBs 5G via otimização multi-objetivo, xApps (monitoramento KPMs, ajuste rádio/tráfego) e rApp (orquestração E2)."",
  ""review_objetivo"": ""Garantir QoS mínimo (vazão/fila eMBB, latência/perda URLLC) enquanto minimiza energia em RAN, focando streaming vídeo MEC e cloud gaming."",
  ""review_metodologia"": ""Otimização multi-objetivo com KPMs; arquitetura O-RAN OSC: xApp monitoramento/armazenamento KPMs; xApp ajuste parâmetros rádio/redirecionamento; rApp decisões via E2. Equações vazão 5G NR (MIMO/QAM)."",
  ""review_experimentos"": ""Testbed SDR low-cost 5G; cenários streaming vídeo MEC/cloud gaming; métricas: latência, vazão, perda de pacotes, tamanho fila, potência média."",
  ""review_resultados"": ""Avaliação demonstra manutenção QoS e redução energia vs baselines; superior a simulações relacionadas (Tabela 1). Detalhes na seção 7."",
  ""review_limitacoes"": ""Foco em casos específicos (eMBB/URLLC); testbed SDR limita escalabilidade real; dependência MIMO/QAM aumenta energia baseline."",
  ""review_contribuicoes"": ""Primeira solução real Open RAN com otimização multi-objetivo QoS-energia; protótipo low-cost; xApps/rApp integrados OSC; preenche gap em eMBB/URLLC."",
  ""review_proximos_passos"": ""Expansão para Massive MIMO/Cell-Free; integração operadoras reais; treinamento online DRL; avaliação multi-células."",
  ""review_qualidade"": 4
}
```",,,,,,,,
35136,Rede Generativa Adversarial Quântica Semi-Supervisionada (sQGAN) para Detecção de Ataques,Diego Abreu; David Moura; Christian Rothenberg; Antônio Abelém,,10.5753/sbrc.2025.5901,2025/05/19,Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC),252,265,2177-9384,SBC,https://sol.sbc.org.br/index.php/sbrc/article/view/35136,https://sol.sbc.org.br/index.php/sbrc/article/download/35136/34927,/home/cayo/repos/agente_pesquisador/docs/artigos/sbrc_35136.pdf,"```json
{
  ""review_resumo"": ""sQGAN: GAN quântica semi-supervisionada híbrida para detecção de ataques cibernéticos, integrando gerador quântico com estratégia de patch, discriminadores binário e multiclasse quânticos, otimizados classicamente para cenários NISQ com dados rotulados escassos."",
  ""review_objetivo"": ""Superar escassez de dados rotulados em detecção de ataques via aprendizado semi-supervisionado quântico, gerando dados sintéticos e classificando tráfego normal/ataques com alta generalização."",
  ""review_metodologia"": ""Arquitetura híbrida: gerador quântico G(θG) mapeia ruído Z via circuitos variacionais com patch strategy (sub-geradores Gi); discriminadores quânticos Db (binário real/falso) e Dm (multiclasse); perdas L_binária, L_multiclasse e LG; otimização clássica por gradiente descendente."",
  ""review_experimentos"": ""Estudo de caso comparativo com outras arquiteturas quânticas (e.g., QGANs baselines); avaliação em detecção de ataques sob rotulagem escassa; simulações NISQ com circuitos modulares (embedding RY, camadas CZ, ancillas)."",
  ""review_resultados"": ""sQGAN atinge alto F1-score e robustez superior em cenários de poucos rótulos; outperform outras QGANs em generalização para padrões anômalos de tráfego."",
  ""review_limitacoes"": ""Restrições NISQ (poucos qubits, baixa profundidade/coerência); dependência de simulações (não hardware real); GANs sensíveis a colapso de modo; alta dimensionalidade mitigada por patch, mas escalabilidade incerta."",
  ""review_contribuicoes"": ""(1) Arquitetura sQGAN semi-supervisionada quântica para dados rotulados limitados; (2) Integração gerador/discriminador quânticos com patch strategy; (3) Estudo experimental comparativo em detecção de ataques."",
  ""review_proximos_passos"": ""Testes em hardware quântico real; expansão para datasets maiores/multimodais; integração com detecção em tempo real; análise de robustez a ataques adversariais quânticos."",
  ""review_qualidade"": 4
}
```",,,,,,,,
35137,Redes Quânticas Sob Ataque: Black Hole Repeaters,Artur Smith; Diego Abreu; Arthur Pimentel; Antônio Abelém,,10.5753/sbrc.2025.5902,2025/05/19,Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC),266,279,2177-9384,SBC,https://sol.sbc.org.br/index.php/sbrc/article/view/35137,https://sol.sbc.org.br/index.php/sbrc/article/download/35137/34928,/home/cayo/repos/agente_pesquisador/docs/artigos/sbrc_35137.pdf,"```json
{
  ""review_resumo"": ""Análise de ataques Black Hole Repeaters em redes quânticas, onde repetidores maliciosos introduzem erros probabilísticos ou falsificam métricas no entanglement swapping, degradando desempenho e indetectáveis por QST/QNT tradicionais."",
  ""review_objetivo"": ""Modelar ameaça de Black Hole Repeaters, avaliar impactos em métricas de rede (fidelidade, capacidade, eficiência) via simulações em topologias variadas e propor estratégias de detecção/resiliência."",
  ""review_metodologia"": ""Modelagem de ameaça com repetidores comprometidos manipulando Pswap e fidelidade; simulações sequenciais de swapping em cadeias lineares e topologias reais; métricas: fidelidade fim-a-fim, taxa de sucesso, consumo de EPR."",
  ""review_experimentos"": ""Simulações em topologias variadas (ex.: Alice-R1-R2-Bob); cenários com 1-3 repetidores comprometidos; variação de probabilidades de erro e falsificação de métricas; comparação com baselines sem ataque."",
  ""review_resultados"": ""Degradação significativa em Pswap fim-a-fim (até 90% redução), desperdício de recursos EPR, queda em capacidade efetiva; ataques sutis resistem a QNT, simulando ruído natural."",
  ""review_limitacoes"": ""Apenas simulações (sem hardware quântico real); foco em cadeias lineares/topologias simples; ausência de contra-medidas quantitativas testadas; detecção limitada a propostas conceituais."",
  ""review_contribuicoes"": ""Primeira análise detalhada de Black Hole Repeaters; modelagem precisa de ataques em swapping; avaliação quantitativa em múltiplas topologias; taxonomia de vulnerabilidades em repetidores."",
  ""review_proximos_passos"": ""Desenvolver monitoramento adaptativo (QNT estendida); arquiteturas resilientes com redundância/verificação distribuída; testes em hardware NISQ; protocolos de autenticação para repetidores."",
  ""review_qualidade"": 4
}
```",,,,,,,,
35138,Estratégia de Agendamento de Purificação Híbrida para Redes Quânticas de Canais Ruidosos Heterogêneos,David Tavares; Diego Abreu; Polyana Moraes; Arthur Pimentel; Antônio Abelém,,10.5753/sbrc.2025.5904,2025/05/19,Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC),280,293,2177-9384,SBC,https://sol.sbc.org.br/index.php/sbrc/article/view/35138,https://sol.sbc.org.br/index.php/sbrc/article/download/35138/34929,/home/cayo/repos/agente_pesquisador/docs/artigos/sbrc_35138.pdf,"```json
{
  ""review_resumo"": ""Propõe estratégia híbrida de agendamento de purificação de entanglement para redes quânticas heterogêneas com canais ruidosos (bit-flip, Werner, mistos), integrando abordagens simétrica e pumping com ajuste dinâmico."",
  ""review_objetivo"": ""Maximizar throughput na camada de enlace quântica, estimando rodadas ótimas sem conhecimento prévio de ruído, compensando baixa p_sucesso e reutilizando pares EPR ociosos."",
  ""review_metodologia"": ""Integra purificação simétrica (alta fidelidade, alto custo) e pumping (eficiente recursos, fidelidade limitada); ajuste dinâmico de rodadas baseado em falhas observadas; sobredimensionamento com reutilização de EPRs extras."",
  ""review_experimentos"": ""Estudos de caso em cenários de ruído bit-flip (Eqs. 3-5), Werner (Eqs. 6-8) e misto; comparações com baselines (Wang 2023, Chen 2024, Xiao 2024)."",
  ""review_resultados"": ""Melhorias significativas em throughput vs. abordagens atuais; equilíbrio entre fidelidade, consumo de EPRs e eficiência em canais heterogêneos."",
  ""review_limitacoes"": ""Simulações sem hardware real; foco em bit-flip/Werner/misto, ignora decoerência temporal detalhada; assume modelos ideais de purificação."",
  ""review_contribuicoes"": ""Modelagem de agendamento sem conhecimento prévio de ruído; estratégia híbrida dinâmica; avaliação abrangente em ruídos variados com ganhos em throughput."",
  ""review_proximos_passos"": ""Testes em plataformas quânticas reais; extensão a mais tipos de ruído/decoerência; integração com roteamento/swapping e repetidores."",
  ""review_qualidade"": 4
}
```",,,,,,,,
35139,Efficient Task Orchestration Including Mixed Reality Applications in a Combined Cloud-Edge Infrastructure,Luciano de S. Fraga; Leizer de L. Pinto; Kleber V. Cardoso,,10.5753/sbrc.2025.5905,2025/05/19,Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC),294,307,2177-9384,SBC,https://sol.sbc.org.br/index.php/sbrc/article/view/35139,https://sol.sbc.org.br/index.php/sbrc/article/download/35139/34930,/home/cayo/repos/agente_pesquisador/docs/artigos/sbrc_35139.pdf,"```json
{
  ""review_resumo"": ""Propõe LOTOS, framework de orquestração de tarefas para apps MR em infra cloud-edge, formalizando alocação multi-workload para maximizar tarefas completas minimizando custos e respeitando QoS."",
  ""review_objetivo"": ""1. Verificar benefícios de alocação preemptiva multi-tarefa; 2. Incorporar requisitos QoS e custos de infra; 3. Comparar melhorias vs. literatura."",
  ""review_metodologia"": ""LOTOS em 3 estágios: Estágio 1 (Alg. 1-2) calcula uso de CPU/RAM e tempos para subconjuntos de tarefas em VMs; Estágio 2 maximiza tarefas via ILP (eqs. 1-9, vars. binárias x_f^v); Estágio 3 minimiza custos para alocação ótima."",
  ""review_experimentos"": ""Simulações no EdgeCloudSim com traces reais de apps MR, gerador de carga e custos cloud-edge reais; compara com 9 trabalhos prévios (heurísticas fuzzy/ML)."",
  ""review_resultados"": ""LOTOS completa >15% mais tarefas que baselines; reduz custos até 8x; otimiza falhas, QoS, orquestração e custos (único ✓MF,✓MQ,✓OR,✓MC)."",
  ""review_limitacoes"": ""Baseado em simulações (EdgeCloudSim); enumeração de potências em Estágio 1 pode escalar mal para |T| grande; ausência de deployment real/hardware."",
  ""review_contribuicoes"": ""Formalização do problema de alocação com custos/QoS; LOTOS como ILP exato multi-objetivo, superando heurísticas/ML prévias que ignoram custos e visão sistêmica."",
  ""review_proximos_passos"": ""Integração com redes 5G/WiFi 6E-8; hibridização com ML; avaliação em cenários reais e mobilidade."",
  ""review_qualidade"": 5
}
```",,,,,,,,
35140,Energy-Efficient Hierarchical Federated Learning in Massive Wireless IoT Networks,Renan R. de Oliveira; Kleber V. Cardoso; Antonio Oliveira-Jr,,10.5753/sbrc.2025.5906,2025/05/19,Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC),308,321,2177-9384,SBC,https://sol.sbc.org.br/index.php/sbrc/article/view/35140,https://sol.sbc.org.br/index.php/sbrc/article/download/35140/34931,/home/cayo/repos/agente_pesquisador/docs/artigos/sbrc_35140.pdf,"```json
{
  ""review_resumo"": ""Propõe HFLwOpt, algoritmo para HFL hierárquico em redes IoT wireless massivas (>1.000 dispositivos), com topologia em árvore de 3 níveis, otimizando dinamicamente alocação de recursos (potência, banda, CPU) para maximizar transmissões bem-sucedidas, minimizar energia e latência."",
  ""review_objetivo"": ""Maximizar transmissões bem-sucedidas, minimizar consumo energético de dispositivos e latência de treinamento em HFL hierárquico sob canais instáveis e recursos limitados."",
  ""review_metodologia"": ""Modelos matemáticos para rede hierárquica (árvore com L níveis de ESs), treinamento local (tempo/energia CPU), uplink/downlink OFDMA (taxas Shannon com Rayleigh fading, PER com threshold), otimização MILP (PuLP) para seleção de dispositivos (cobertura de dados) e alocação discreta de recursos; latência de rodada como max sobre hops."",
  ""review_experimentos"": ""Simulações em redes além-5G com >1.000 dispositivos heterogêneos, >10 ESs hierárquicos; datasets MNIST/FMNIST; varia distâncias ES-dispositivo, seleção por rodada; baselines: alocação fixa; métricas: energia/round, latência, acurácia."",
  ""review_resultados"": ""MNIST: -45,34% energia, -77,01% latência; FMNIST: -42,23% energia, -76,77% latência; superior a baselines em eficiência energética, latência e acurácia global; robustez em alta densidade e heterogeneidade."",
  ""review_limitacoes"": ""Simulação apenas (sem hardware real); datasets simples (MNIST/FMNIST); ignora energia/retransmissões em ESs e atrasos de agregação; downlink full-bandwidth; sem validação multi-task ou cenários não-OFDM."",
  ""review_contribuicoes"": ""(i) Otimização MILP resource-aware (energia, latência, potência, banda, CPU) em HFL wireless massivo; (ii) Framework HFL escalável com n níveis, seleção dinâmica por cobertura de dados; único com ≥1.000 dispositivos, multi-nível e scheduling dinâmico (vs. related work)."",
  ""review_proximos_passos"": ""Testes em hardware real; datasets complexos (e.g., ImageNet); inclusão de retransmissões, energia ESs e atrasos agregação; extensão a non-OFDM e multi-task FL."",
  ""review_qualidade"": 4
}
```",,,,,,,,
